alert_id,soc_id,assigned_analyst_id,severity,finding_type,rule_id,rationale,case_id
ALT-002894,SOC-004,ANL-4013,CRITICAL,MISSED_ESCALATION,ESC-REQUIRED-001,Severity CRITICAL alert required escalation per policy but no escalation was initiated.,
ALT-002922,SOC-004,ANL-4003,HIGH,MISSED_ESCALATION,ESC-REQUIRED-001,Severity HIGH alert required escalation per policy but no escalation was initiated.,
ALT-002925,SOC-004,ANL-4016,HIGH,MISSED_ESCALATION,ESC-REQUIRED-001,Severity HIGH alert required escalation per policy but no escalation was initiated.,
ALT-002957,SOC-004,ANL-4013,HIGH,MISSED_ESCALATION,ESC-REQUIRED-001,Severity HIGH alert required escalation per policy but no escalation was initiated.,
ALT-002979,SOC-004,ANL-4024,HIGH,MISSED_ESCALATION,ESC-REQUIRED-001,Severity HIGH alert required escalation per policy but no escalation was initiated.,
ALT-002987,SOC-004,ANL-4020,HIGH,MISSED_ESCALATION,ESC-REQUIRED-001,Severity HIGH alert required escalation per policy but no escalation was initiated.,
ALT-002993,SOC-004,ANL-4001,CRITICAL,MISSED_ESCALATION,ESC-REQUIRED-001,Severity CRITICAL alert required escalation per policy but no escalation was initiated.,
ALT-002994,SOC-004,ANL-4010,HIGH,MISSED_ESCALATION,ESC-REQUIRED-001,Severity HIGH alert required escalation per policy but no escalation was initiated.,
ALT-003002,SOC-004,ANL-4001,CRITICAL,MISSED_ESCALATION,ESC-REQUIRED-001,Severity CRITICAL alert required escalation per policy but no escalation was initiated.,
ALT-003014,SOC-004,ANL-4013,CRITICAL,MISSED_ESCALATION,ESC-REQUIRED-001,Severity CRITICAL alert required escalation per policy but no escalation was initiated.,
ALT-003028,SOC-004,ANL-4004,CRITICAL,MISSED_ESCALATION,ESC-REQUIRED-001,Severity CRITICAL alert required escalation per policy but no escalation was initiated.,
ALT-003031,SOC-004,ANL-4003,HIGH,MISSED_ESCALATION,ESC-REQUIRED-001,Severity HIGH alert required escalation per policy but no escalation was initiated.,
ALT-003034,SOC-004,ANL-4007,CRITICAL,MISSED_ESCALATION,ESC-REQUIRED-001,Severity CRITICAL alert required escalation per policy but no escalation was initiated.,
ALT-003038,SOC-004,ANL-4005,CRITICAL,MISSED_ESCALATION,ESC-REQUIRED-001,Severity CRITICAL alert required escalation per policy but no escalation was initiated.,
ALT-003043,SOC-004,ANL-4004,HIGH,MISSED_ESCALATION,ESC-REQUIRED-001,Severity HIGH alert required escalation per policy but no escalation was initiated.,
ALT-003064,SOC-004,ANL-4021,HIGH,MISSED_ESCALATION,ESC-REQUIRED-001,Severity HIGH alert required escalation per policy but no escalation was initiated.,
ALT-003069,SOC-004,ANL-4011,HIGH,MISSED_ESCALATION,ESC-REQUIRED-001,Severity HIGH alert required escalation per policy but no escalation was initiated.,
ALT-003117,SOC-004,ANL-4002,CRITICAL,MISSED_ESCALATION,ESC-REQUIRED-001,Severity CRITICAL alert required escalation per policy but no escalation was initiated.,
ALT-003156,SOC-004,ANL-4019,HIGH,MISSED_ESCALATION,ESC-REQUIRED-001,Severity HIGH alert required escalation per policy but no escalation was initiated.,
ALT-003195,SOC-004,ANL-4018,CRITICAL,MISSED_ESCALATION,ESC-REQUIRED-001,Severity CRITICAL alert required escalation per policy but no escalation was initiated.,
ALT-003220,SOC-004,ANL-4016,HIGH,MISSED_ESCALATION,ESC-REQUIRED-001,Severity HIGH alert required escalation per policy but no escalation was initiated.,
ALT-003241,SOC-004,ANL-4008,CRITICAL,MISSED_ESCALATION,ESC-REQUIRED-001,Severity CRITICAL alert required escalation per policy but no escalation was initiated.,
ALT-003252,SOC-004,ANL-4012,HIGH,MISSED_ESCALATION,ESC-REQUIRED-001,Severity HIGH alert required escalation per policy but no escalation was initiated.,
ALT-003262,SOC-004,ANL-4010,CRITICAL,MISSED_ESCALATION,ESC-REQUIRED-001,Severity CRITICAL alert required escalation per policy but no escalation was initiated.,
ALT-003270,SOC-004,ANL-4023,HIGH,MISSED_ESCALATION,ESC-REQUIRED-001,Severity HIGH alert required escalation per policy but no escalation was initiated.,
ALT-003275,SOC-004,ANL-4012,HIGH,MISSED_ESCALATION,ESC-REQUIRED-001,Severity HIGH alert required escalation per policy but no escalation was initiated.,
ALT-003344,SOC-004,ANL-4011,CRITICAL,MISSED_ESCALATION,ESC-REQUIRED-001,Severity CRITICAL alert required escalation per policy but no escalation was initiated.,
ALT-003390,SOC-004,ANL-4011,HIGH,MISSED_ESCALATION,ESC-REQUIRED-001,Severity HIGH alert required escalation per policy but no escalation was initiated.,
ALT-003439,SOC-004,ANL-4021,HIGH,MISSED_ESCALATION,ESC-REQUIRED-001,Severity HIGH alert required escalation per policy but no escalation was initiated.,
ALT-003458,SOC-004,ANL-4012,HIGH,MISSED_ESCALATION,ESC-REQUIRED-001,Severity HIGH alert required escalation per policy but no escalation was initiated.,
ALT-003550,SOC-004,ANL-4014,HIGH,MISSED_ESCALATION,ESC-REQUIRED-001,Severity HIGH alert required escalation per policy but no escalation was initiated.,
ALT-003580,SOC-004,ANL-4001,HIGH,MISSED_ESCALATION,ESC-REQUIRED-001,Severity HIGH alert required escalation per policy but no escalation was initiated.,
ALT-003611,SOC-004,ANL-4018,HIGH,MISSED_ESCALATION,ESC-REQUIRED-001,Severity HIGH alert required escalation per policy but no escalation was initiated.,
ALT-003639,SOC-004,ANL-4009,HIGH,MISSED_ESCALATION,ESC-REQUIRED-001,Severity HIGH alert required escalation per policy but no escalation was initiated.,
ALT-003662,SOC-004,ANL-4009,HIGH,MISSED_ESCALATION,ESC-REQUIRED-001,Severity HIGH alert required escalation per policy but no escalation was initiated.,
ALT-003663,SOC-004,ANL-4011,HIGH,MISSED_ESCALATION,ESC-REQUIRED-001,Severity HIGH alert required escalation per policy but no escalation was initiated.,
ALT-003671,SOC-004,ANL-4011,CRITICAL,MISSED_ESCALATION,ESC-REQUIRED-001,Severity CRITICAL alert required escalation per policy but no escalation was initiated.,
ALT-003676,SOC-004,ANL-4007,CRITICAL,MISSED_ESCALATION,ESC-REQUIRED-001,Severity CRITICAL alert required escalation per policy but no escalation was initiated.,
ALT-003702,SOC-004,ANL-4023,CRITICAL,MISSED_ESCALATION,ESC-REQUIRED-001,Severity CRITICAL alert required escalation per policy but no escalation was initiated.,
ALT-003720,SOC-004,ANL-4016,HIGH,MISSED_ESCALATION,ESC-REQUIRED-001,Severity HIGH alert required escalation per policy but no escalation was initiated.,
ALT-003732,SOC-004,ANL-4002,CRITICAL,MISSED_ESCALATION,ESC-REQUIRED-001,Severity CRITICAL alert required escalation per policy but no escalation was initiated.,
ALT-003759,SOC-004,ANL-4017,CRITICAL,MISSED_ESCALATION,ESC-REQUIRED-001,Severity CRITICAL alert required escalation per policy but no escalation was initiated.,
ALT-003778,SOC-004,ANL-4015,HIGH,MISSED_ESCALATION,ESC-REQUIRED-001,Severity HIGH alert required escalation per policy but no escalation was initiated.,
ALT-003787,SOC-004,ANL-4018,HIGH,MISSED_ESCALATION,ESC-REQUIRED-001,Severity HIGH alert required escalation per policy but no escalation was initiated.,
ALT-003788,SOC-004,ANL-4024,HIGH,MISSED_ESCALATION,ESC-REQUIRED-001,Severity HIGH alert required escalation per policy but no escalation was initiated.,
ALT-003796,SOC-004,ANL-4015,CRITICAL,MISSED_ESCALATION,ESC-REQUIRED-001,Severity CRITICAL alert required escalation per policy but no escalation was initiated.,
ALT-003861,SOC-004,ANL-4008,CRITICAL,MISSED_ESCALATION,ESC-REQUIRED-001,Severity CRITICAL alert required escalation per policy but no escalation was initiated.,
ALT-003872,SOC-004,ANL-4018,CRITICAL,MISSED_ESCALATION,ESC-REQUIRED-001,Severity CRITICAL alert required escalation per policy but no escalation was initiated.,
ALT-003884,SOC-004,ANL-4008,HIGH,MISSED_ESCALATION,ESC-REQUIRED-001,Severity HIGH alert required escalation per policy but no escalation was initiated.,
ALT-003972,SOC-004,ANL-4023,HIGH,MISSED_ESCALATION,ESC-REQUIRED-001,Severity HIGH alert required escalation per policy but no escalation was initiated.,
ALT-003994,SOC-004,ANL-4016,CRITICAL,MISSED_ESCALATION,ESC-REQUIRED-001,Severity CRITICAL alert required escalation per policy but no escalation was initiated.,
ALT-004015,SOC-004,ANL-4019,CRITICAL,MISSED_ESCALATION,ESC-REQUIRED-001,Severity CRITICAL alert required escalation per policy but no escalation was initiated.,
ALT-004027,SOC-004,ANL-4014,CRITICAL,MISSED_ESCALATION,ESC-REQUIRED-001,Severity CRITICAL alert required escalation per policy but no escalation was initiated.,
ALT-004065,SOC-004,ANL-4015,CRITICAL,MISSED_ESCALATION,ESC-REQUIRED-001,Severity CRITICAL alert required escalation per policy but no escalation was initiated.,
ALT-004066,SOC-004,ANL-4004,HIGH,MISSED_ESCALATION,ESC-REQUIRED-001,Severity HIGH alert required escalation per policy but no escalation was initiated.,
ALT-004077,SOC-004,ANL-4020,HIGH,MISSED_ESCALATION,ESC-REQUIRED-001,Severity HIGH alert required escalation per policy but no escalation was initiated.,
ALT-004238,SOC-005,ANL-5002,HIGH,MISSED_ESCALATION,ESC-REQUIRED-001,Severity HIGH alert required escalation per policy but no escalation was initiated.,
ALT-004275,SOC-005,ANL-5008,HIGH,MISSED_ESCALATION,ESC-REQUIRED-001,Severity HIGH alert required escalation per policy but no escalation was initiated.,
ALT-004621,SOC-005,ANL-5004,HIGH,MISSED_ESCALATION,ESC-REQUIRED-001,Severity HIGH alert required escalation per policy but no escalation was initiated.,
ALT-004631,SOC-005,ANL-5004,HIGH,MISSED_ESCALATION,ESC-REQUIRED-001,Severity HIGH alert required escalation per policy but no escalation was initiated.,
ALT-000020,SOC-001,ANL-1002,LOW,SLOW_TRIAGE,ACK-SLA-001,"Acknowledgement took 360.0 minutes, exceeding 2.5x the 60-minute SLA target for LOW severity.",
ALT-000053,SOC-001,ANL-1001,MEDIUM,SLOW_TRIAGE,ACK-SLA-001,"Acknowledgement took 120.0 minutes, exceeding 2.5x the 30-minute SLA target for MEDIUM severity.",
ALT-000056,SOC-001,ANL-1001,MEDIUM,SLOW_TRIAGE,ACK-SLA-001,"Acknowledgement took 90.0 minutes, exceeding 2.5x the 30-minute SLA target for MEDIUM severity.",
ALT-000059,SOC-001,ANL-1002,MEDIUM,SLOW_TRIAGE,ACK-SLA-001,"Acknowledgement took 90.0 minutes, exceeding 2.5x the 30-minute SLA target for MEDIUM severity.",
ALT-000067,SOC-001,ANL-1008,HIGH,SLOW_TRIAGE,ACK-SLA-001,"Acknowledgement took 60.0 minutes, exceeding 2.5x the 15-minute SLA target for HIGH severity.",
ALT-000095,SOC-001,ANL-1005,MEDIUM,SLOW_TRIAGE,ACK-SLA-001,"Acknowledgement took 240.0 minutes, exceeding 2.5x the 30-minute SLA target for MEDIUM severity.",
ALT-000108,SOC-001,ANL-1010,LOW,SLOW_TRIAGE,ACK-SLA-001,"Acknowledgement took 240.0 minutes, exceeding 2.5x the 60-minute SLA target for LOW severity.",
ALT-000129,SOC-001,ANL-1003,MEDIUM,SLOW_TRIAGE,ACK-SLA-001,"Acknowledgement took 90.0 minutes, exceeding 2.5x the 30-minute SLA target for MEDIUM severity.",
ALT-000134,SOC-001,ANL-1003,LOW,SLOW_TRIAGE,ACK-SLA-001,"Acknowledgement took 300.0 minutes, exceeding 2.5x the 60-minute SLA target for LOW severity.",
ALT-000139,SOC-001,ANL-1003,LOW,SLOW_TRIAGE,ACK-SLA-001,"Acknowledgement took 360.0 minutes, exceeding 2.5x the 60-minute SLA target for LOW severity.",
ALT-000143,SOC-001,ANL-1001,LOW,SLOW_TRIAGE,ACK-SLA-001,"Acknowledgement took 300.0 minutes, exceeding 2.5x the 60-minute SLA target for LOW severity.",
ALT-000267,SOC-001,ANL-1011,HIGH,SLOW_TRIAGE,ACK-SLA-001,"Acknowledgement took 45.0 minutes, exceeding 2.5x the 15-minute SLA target for HIGH severity.",
ALT-000334,SOC-001,ANL-1009,MEDIUM,SLOW_TRIAGE,ACK-SLA-001,"Acknowledgement took 180.0 minutes, exceeding 2.5x the 30-minute SLA target for MEDIUM severity.",
ALT-000337,SOC-001,ANL-1007,CRITICAL,SLOW_TRIAGE,ACK-SLA-001,"Acknowledgement took 60.0 minutes, exceeding 2.5x the 10-minute SLA target for CRITICAL severity.",
ALT-000338,SOC-001,ANL-1002,LOW,SLOW_TRIAGE,ACK-SLA-001,"Acknowledgement took 300.0 minutes, exceeding 2.5x the 60-minute SLA target for LOW severity.",
ALT-000343,SOC-001,ANL-1007,LOW,SLOW_TRIAGE,ACK-SLA-001,"Acknowledgement took 180.0 minutes, exceeding 2.5x the 60-minute SLA target for LOW severity.",
ALT-000348,SOC-001,ANL-1011,HIGH,SLOW_TRIAGE,ACK-SLA-001,"Acknowledgement took 105.0 minutes, exceeding 2.5x the 15-minute SLA target for HIGH severity.",
ALT-000350,SOC-001,ANL-1011,MEDIUM,SLOW_TRIAGE,ACK-SLA-001,"Acknowledgement took 120.0 minutes, exceeding 2.5x the 30-minute SLA target for MEDIUM severity.",
ALT-000390,SOC-001,ANL-1010,HIGH,SLOW_TRIAGE,ACK-SLA-001,"Acknowledgement took 60.0 minutes, exceeding 2.5x the 15-minute SLA target for HIGH severity.",
ALT-000421,SOC-001,ANL-1006,HIGH,SLOW_TRIAGE,ACK-SLA-001,"Acknowledgement took 105.0 minutes, exceeding 2.5x the 15-minute SLA target for HIGH severity.",
ALT-000455,SOC-001,ANL-1009,MEDIUM,SLOW_TRIAGE,ACK-SLA-001,"Acknowledgement took 150.0 minutes, exceeding 2.5x the 30-minute SLA target for MEDIUM severity.",
ALT-000490,SOC-001,ANL-1006,HIGH,SLOW_TRIAGE,ACK-SLA-001,"Acknowledgement took 45.0 minutes, exceeding 2.5x the 15-minute SLA target for HIGH severity.",
ALT-000511,SOC-001,ANL-1008,LOW,SLOW_TRIAGE,ACK-SLA-001,"Acknowledgement took 240.0 minutes, exceeding 2.5x the 60-minute SLA target for LOW severity.",
ALT-000562,SOC-002,ANL-2013,MEDIUM,SLOW_TRIAGE,ACK-SLA-001,"Acknowledgement took 90.0 minutes, exceeding 2.5x the 30-minute SLA target for MEDIUM severity.",
ALT-000569,SOC-002,ANL-2004,LOW,SLOW_TRIAGE,ACK-SLA-001,"Acknowledgement took 300.0 minutes, exceeding 2.5x the 60-minute SLA target for LOW severity.",
ALT-000587,SOC-002,ANL-2005,LOW,SLOW_TRIAGE,ACK-SLA-001,"Acknowledgement took 300.0 minutes, exceeding 2.5x the 60-minute SLA target for LOW severity.",
ALT-000619,SOC-002,ANL-2014,MEDIUM,SLOW_TRIAGE,ACK-SLA-001,"Acknowledgement took 240.0 minutes, exceeding 2.5x the 30-minute SLA target for MEDIUM severity.",
ALT-000622,SOC-002,ANL-2021,HIGH,SLOW_TRIAGE,ACK-SLA-001,"Acknowledgement took 75.0 minutes, exceeding 2.5x the 15-minute SLA target for HIGH severity.",
ALT-000625,SOC-002,ANL-2003,LOW,SLOW_TRIAGE,ACK-SLA-001,"Acknowledgement took 300.0 minutes, exceeding 2.5x the 60-minute SLA target for LOW severity.",
ALT-000628,SOC-002,ANL-2006,MEDIUM,SLOW_TRIAGE,ACK-SLA-001,"Acknowledgement took 90.0 minutes, exceeding 2.5x the 30-minute SLA target for MEDIUM severity.",
ALT-000637,SOC-002,ANL-2020,LOW,SLOW_TRIAGE,ACK-SLA-001,"Acknowledgement took 420.0 minutes, exceeding 2.5x the 60-minute SLA target for LOW severity.",
ALT-000644,SOC-002,ANL-2005,CRITICAL,SLOW_TRIAGE,ACK-SLA-001,"Acknowledgement took 50.0 minutes, exceeding 2.5x the 10-minute SLA target for CRITICAL severity.",
ALT-000651,SOC-002,ANL-2001,LOW,SLOW_TRIAGE,ACK-SLA-001,"Acknowledgement took 360.0 minutes, exceeding 2.5x the 60-minute SLA target for LOW severity.",
ALT-000657,SOC-002,ANL-2003,HIGH,SLOW_TRIAGE,ACK-SLA-001,"Acknowledgement took 60.0 minutes, exceeding 2.5x the 15-minute SLA target for HIGH severity.",
ALT-000664,SOC-002,ANL-2019,LOW,SLOW_TRIAGE,ACK-SLA-001,"Acknowledgement took 420.0 minutes, exceeding 2.5x the 60-minute SLA target for LOW severity.",
ALT-000711,SOC-002,ANL-2006,LOW,SLOW_TRIAGE,ACK-SLA-001,"Acknowledgement took 240.0 minutes, exceeding 2.5x the 60-minute SLA target for LOW severity.",
ALT-000722,SOC-002,ANL-2020,HIGH,SLOW_TRIAGE,ACK-SLA-001,"Acknowledgement took 75.0 minutes, exceeding 2.5x the 15-minute SLA target for HIGH severity.",
ALT-000769,SOC-002,ANL-2006,MEDIUM,SLOW_TRIAGE,ACK-SLA-001,"Acknowledgement took 210.0 minutes, exceeding 2.5x the 30-minute SLA target for MEDIUM severity.",
ALT-000786,SOC-002,ANL-2008,LOW,SLOW_TRIAGE,ACK-SLA-001,"Acknowledgement took 360.0 minutes, exceeding 2.5x the 60-minute SLA target for LOW severity.",
ALT-000806,SOC-002,ANL-2003,MEDIUM,SLOW_TRIAGE,ACK-SLA-001,"Acknowledgement took 120.0 minutes, exceeding 2.5x the 30-minute SLA target for MEDIUM severity.",
ALT-000818,SOC-002,ANL-2013,MEDIUM,SLOW_TRIAGE,ACK-SLA-001,"Acknowledgement took 180.0 minutes, exceeding 2.5x the 30-minute SLA target for MEDIUM severity.",
ALT-000832,SOC-002,ANL-2018,HIGH,SLOW_TRIAGE,ACK-SLA-001,"Acknowledgement took 45.0 minutes, exceeding 2.5x the 15-minute SLA target for HIGH severity.",
ALT-000834,SOC-002,ANL-2021,LOW,SLOW_TRIAGE,ACK-SLA-001,"Acknowledgement took 240.0 minutes, exceeding 2.5x the 60-minute SLA target for LOW severity.",
ALT-000848,SOC-002,ANL-2015,LOW,SLOW_TRIAGE,ACK-SLA-001,"Acknowledgement took 240.0 minutes, exceeding 2.5x the 60-minute SLA target for LOW severity.",
ALT-000862,SOC-002,ANL-2005,MEDIUM,SLOW_TRIAGE,ACK-SLA-001,"Acknowledgement took 210.0 minutes, exceeding 2.5x the 30-minute SLA target for MEDIUM severity.",
ALT-000874,SOC-002,ANL-2003,LOW,SLOW_TRIAGE,ACK-SLA-001,"Acknowledgement took 360.0 minutes, exceeding 2.5x the 60-minute SLA target for LOW severity.",
ALT-000876,SOC-002,ANL-2018,CRITICAL,SLOW_TRIAGE,ACK-SLA-001,"Acknowledgement took 60.0 minutes, exceeding 2.5x the 10-minute SLA target for CRITICAL severity.",
ALT-000877,SOC-002,ANL-2002,MEDIUM,SLOW_TRIAGE,ACK-SLA-001,"Acknowledgement took 90.0 minutes, exceeding 2.5x the 30-minute SLA target for MEDIUM severity.",
ALT-000887,SOC-002,ANL-2013,LOW,SLOW_TRIAGE,ACK-SLA-001,"Acknowledgement took 360.0 minutes, exceeding 2.5x the 60-minute SLA target for LOW severity.",
ALT-000893,SOC-002,ANL-2006,MEDIUM,SLOW_TRIAGE,ACK-SLA-001,"Acknowledgement took 180.0 minutes, exceeding 2.5x the 30-minute SLA target for MEDIUM severity.",
ALT-000932,SOC-002,ANL-2003,MEDIUM,SLOW_TRIAGE,ACK-SLA-001,"Acknowledgement took 120.0 minutes, exceeding 2.5x the 30-minute SLA target for MEDIUM severity.",
